url,status,httpStatus,error,fetchedAt,title,description,keywords,author,robots,viewport,theme_color,charset,language,canonical,og:title,og:description,og:image,og:url,og:type,og:site_name,twitter:card,twitter:title,twitter:description,twitter:image,twitter:site,twitter:creator,h1,links_count,images_count,favicon
https://aniwaves.ru/,ok,200,,2026-06-05T14:18:34.563Z,Aniwave - Watch Anime Online Free HD Streaming,"Aniwave - Watch anime online free in HD with sub & dub. Fast streaming servers, clean interface, no sign-up required and daily updates. WATCH NOW!",,,"index,follow","width=device-width, initial-scale=1, minimum-scale=1, maximum-scale=5",,UTF-8,en,https://aniwaves.ru/,Aniwave - Watch Anime Online Free HD Streaming,"Aniwave - Watch anime online free in HD with sub & dub. Fast streaming servers, clean interface, no sign-up required and daily updates. WATCH NOW!",https://aniwaves.ru/assets/images/og-default.png,https://aniwaves.ru/,website,,summary_large_image,Aniwave - Watch Anime Online Free HD Streaming,"Aniwave - Watch anime online free in HD with sub & dub. Fast streaming servers, clean interface, no sign-up required and daily updates. WATCH NOW!",https://aniwaves.ru/assets/images/og-default.png,,,Aniwave - Watch Anime Online for FREE,16,1,/assets/images/favicons/favicon-96x96.png
